OBJECTID_1,SABL_PWSID,BOUNDARY_TYPE,WATER_SYSTEM_NUMBER,WATER_SYSTEM_NAME,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,OBJECTID,ACTIVITY_STATUS_CD,ACTIVITY_DATE,OWNER_TYPE_CODE,COUNTY,POPULATION,REGULATING_AGENCY,FEDERAL_CLASSIFICATION,STATE_CLASSIFICATION,ADDR_LINE_ONE_TXT,ADDR_LINE_TWO_TXT,ADDRESS_CITY_NAME,ADDRESS_STATE_CODE,ADDRESS_ZIP_CODE,SERVICE_CONNECTIONS,GLOBALID,AC_PHONE_NUMBER,AC_EMAIL,BOUNDARY_FILETYPE,DT_VERIFIED,VERIFIED_STATUS,VERIFIED_NAME,VERIFIED_TYPE,Shape__Area,Shape__Length
3725584,CA3600770,Water Service Area,CA3600770,CRAZZY'S WASEWAGAN CAMP,EPA\GISService,2024/07/16 04:00:43+00,EPA\GISService,2024/07/16 04:00:43+00,35218,A ,2015/11/04 08:00:00+00,P ,SAN BERNARDINO,198,DISTRICT 13 - SAN BERNARDINO,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,42121 SEVEN OAKS ROAD, ,ANGELUS OAKS,CA  ,92305,8,{A9F0F253-C184-4608-ACB8-1C9B9B9D1DF3},805-498-5572                  ,adventures@wasewagan.com,KMZ,2024/07/12 07:00:00+00,Verified,D White,District / LPA staff member,37573.8397437,987.498759059738
3725585,CA3010062,Water Service Area,CA3010062,CITY OF GARDEN GROVE,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,1300,A ,1976/01/01 08:00:00+00,L ,ORANGE,174226,DISTRICT 08 - SANTA ANA,COMMUNITY,COMMUNITY,13802 NEWHOPE, ,GARDEN GROVE,CA  ,92843,34420,{980ECEB4-6564-489D-BAE3-42A4DA63AEBF},714-741-5534                  ,samk@ci.garden-grove.ca.us,WBT Tool,,Not Verified,,,68082029.2036886,74693.7172195695
3725586,CA3900543,Water Service Area,CA3900543,MAURLAND MANOR WATER SYSTEM,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,1301,A ,2016/08/08 07:00:00+00,L ,SAN JOAQUIN,92,LPA69 - SAN JOAQUIN COUNTY,COMMUNITY,COMMUNITY,W VALPICO RD, ,TRACY,CA  ,95376,28,{65F93314-0D83-4CE2-87B7-0A865A02261F},209-468-3090                  ,bguzman@sjgov.org,WBT Tool,,Not Verified,,,111215.94175022,1484.92568769526
3725587,CA4900536,Water Service Area,CA4900536,OCCIDENTAL COMMUNITY SERVICES DISTRICT,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,1302,A ,1979/03/22 08:00:00+00,L ,SONOMA,533,DISTRICT 18 - SONOMA,COMMUNITY,COMMUNITY,3799 Bohemian Highway, ,OCCIDENTAL,CA  ,95465,110,{AD686C1D-3AB2-478E-A8DF-EB1A22C3FAB5},707-953-4314                  ,occidentalcsd@gmail.com,WBT Tool,2019/09/02 07:00:00+00,Verified,J. Oakley,District / LPA staff member,790699.764302825,6128.93143126122
3725588,CA4901405,Water Service Area,CA4901405,HAMEL FAMILY WINES,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,1303,A ,2014/05/30 07:00:00+00,P ,SONOMA,35,DISTRICT 25 - MARIN,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,15401 Highway 12, ,SONOMA,CA  ,95476,2,{F7BCC0A4-59E2-4979-86CB-4B1332AA3A17},707-996-5800                  ,giii@hamelfamilywines.com,WBT Tool,2019/09/02 07:00:00+00,Verified,J. Oakley,District / LPA staff member,65799.00115204,1033.66740734949
3725589,CA1710009,Water Service Area,CA1710009,UPPER LAKE COUNTY WATER DISTRICT,EPA\GISService,2024/07/16 05:17:57+00,EPA\GISService,2024/07/16 05:17:57+00,35219,A ,1976/01/01 08:00:00+00,L ,LAKE,989,DISTRICT 03 - MENDOCINO,COMMUNITY,COMMUNITY,9471 MAIN STREET, ,UPPER LAKE,CA  ,95485,403,{905D6EA6-E6FF-4A8A-8DA1-A61F89FA293D},707-275-3232                  ,ulcwd@yahoo.com,Shapefile,2024/07/15 07:00:00+00,Verified,R. Henry,Water System representative,2147177.1677565,9351.46036589758
3725590,CA1000105,Water Service Area,CA1000105,MADISON ELEMENTARY SCHOOL,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,1305,A ,1979/03/22 08:00:00+00,L ,FRESNO,505,DISTRICT 23 - FRESNO,NON-TRANSIENT NON-COMMUNITY,NON-TRANSIENT NON-COMMUNITY,330 S BRAWLEY, ,FRESNO,CA  ,93706,8,{00A97B5B-2986-4A71-AC94-6EE542EB4AF8},559-274-4700                  ,renarivas@centralunified.org,WBT Tool,,Not Verified,,,126265.721797855,1486.51110181807
3725591,CA4901445,Water Service Area,CA4901445,JAMES COURT WATER SYSTEM,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,1306,A ,2016/08/02 07:00:00+00,P ,SONOMA,208,DISTRICT 18 - SONOMA,COMMUNITY,COMMUNITY,1648 Dutton Avenue, ,SANTA ROSA,CA  ,95407,40,{554626BF-1198-40FE-85AD-7AE5F2122A6E},415-850-4722                  ,frank@deepvac.com,WBT Tool,2019/09/02 07:00:00+00,Verified,J. Oakley,District / LPA staff member,32075.71989926,876.952633919339
3725592,CA3600094,Water Service Area,CA3600094,DOGWOOD BLUE JAY CYN IMP,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,1307,A ,2016/08/08 07:00:00+00,P ,SAN BERNARDINO,227,LPA66 - SAN BERNARDINO COUNTY,COMMUNITY,COMMUNITY,T2N R3W SEC 20/21, ,BLUE JAY,CA  ,92317,81,{5FFD0415-E74E-4F5F-AC66-F5F6A2AC3863},805-844-2600                  ,cathie.dbjcia@gmail.com,WBT Tool,,Not Verified,,,847576.35682574,4911.14164945485
3725593,CA4901407,Water Service Area,CA4901407,SANTA ROSA LIQUOR AND DELI,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,1308,A ,2012/06/28 07:00:00+00,P ,SONOMA,75,DISTRICT 25 - MARIN,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,3355 Santa Rosa Avenue, ,SANTA ROSA,CA  ,95407,1,{6F5B47B0-7FA1-4F8A-9EF8-034B1FA29794},707-573-8993                  ,harjitgandham@yahoo.com,WBT Tool,2019/09/02 07:00:00+00,Verified,J. Oakley,District / LPA staff member,4956.0400687,285.005263510374
3725595,CA4901412,Water Service Area,CA4901412,CAST ESTATE VINEYARDS & CELLARS,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,1311,A ,2014/04/25 07:00:00+00,L ,SONOMA,50,DISTRICT 25 - MARIN,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,8500 Dry Creek Road, ,GEYSERVILLE,CA  ,95441,1,{2FF483CA-B535-436A-B156-98B303A27545},214-536-9000                  ,jseifrick@gmail.com,WBT Tool,2019/09/02 07:00:00+00,Verified,J. Oakley,District / LPA staff member,653.874974875,102.290276430945
3725596,CA4901444,Water Service Area,CA4901444,CHAR VALE VINEYARDS,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,1312,A ,2017/05/17 07:00:00+00,P ,SONOMA,25,DISTRICT 25 - MARIN,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,9280 Occidental Road, ,SEBASTOPOL,CA  ,95472,1,{FF7DFEDF-0801-4C9E-A667-E18332F6EDD9},415-601-7666                  ,devron@tumori.org,WBT Tool,2019/09/02 07:00:00+00,Verified,J. Oakley,District / LPA staff member,11263.366610885,473.713323354287
3725597,CA0500075,Water Service Area,CA0500075,LAKESIDE MOBILE ESTATES,EPA\GISService,2024/07/16 05:45:44+00,EPA\GISService,2024/07/16 05:45:44+00,35220,A ,2016/07/29 07:00:00+00,P ,CALAVERAS,30,LPA35 - CALAVERAS COUNTY,COMMUNITY,COMMUNITY,1475 Railroad Flat Road, ,RAIL ROAD FLAT,CA  ,95248,24,{D72C4912-D1CB-4335-9DF9-5697F982DCF0},209-480-0703                  ,arthurtrillo5@gmail.com,Shapefile,2024/07/15 07:00:00+00,Verified,J. Bird,State Board staff member,135904.25505609,1610.93651564816
3725598,CA1910004,Water Service Area,CA1910004,GSWC - ARTESIA,EPA\GISService,2024/07/20 06:35:07+00,EPA\GISService,2024/07/20 06:35:07+00,35857,A ,1976/01/01 08:00:00+00,P ,LOS ANGELES,50375,DISTRICT 15 - METROPOLITAN,COMMUNITY,COMMUNITY,"12035 BURKE ST., SUITE 1", ,SANTA FE SPRINGS,CA  ,90670,10788,{320E0E3B-6FA8-427F-8080-3EEFA7F9018B},562-907-9200                  ,PHUONG.NGUYEN@GSWATER.COM,Shapefile,2024/07/19 07:00:00+00,Verified,J. Bird,State Board staff member,16625327.5980962,33016.635289014
3725599,CA4901403,Water Service Area,CA4901403,SBRAGIA WINERY,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,1315,A ,2012/04/24 07:00:00+00,P ,SONOMA,68,DISTRICT 25 - MARIN,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,9990 Dry Creek Road, ,GEYSERVILLE,CA  ,95441,3,{7857E9B2-5E4F-4CB3-BDF8-92448667FBEC},707-473-3992                  ,kevin@sbragia.com,WBT Tool,2019/09/02 07:00:00+00,Verified,J. Oakley,District / LPA staff member,6253.000546265,316.603331703087
3725600,CA4310007,Water Service Area,CA4310007,CITY OF MOUNTAIN VIEW,EPA\GISService,2024/07/23 04:21:07+00,EPA\GISService,2024/07/23 04:21:07+00,35539,A ,1976/01/01 08:00:00+00,L ,SANTA CLARA,81501,DISTRICT 17 - SANTA CLARA,COMMUNITY,COMMUNITY,231 NORTH WHISMAN ROAD, ,MOUNTAIN VIEW,CA  ,94043,17834,{54500739-02BB-483A-837A-E382FF8A3CDA},650-903-6140                  ,Lisa.Au@mountainview.gov,Shapefile,2024/07/22 07:00:00+00,Verified,L. Au,Water System representative,48911631.3353651,104227.584684511
3725601,CA4901277,Water Service Area,CA4901277,BUCHER WATER COMPANY,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,1208,A ,1976/01/01 08:00:00+00,P ,SONOMA,30,DISTRICT 18 - SONOMA,NON-TRANSIENT NON-COMMUNITY,NON-TRANSIENT NON-COMMUNITY,5285 Westside Road, ,HEALDSBURG,CA  ,95448,13,{EC9CCBB7-E221-4D37-B14E-0AAFE6341CFF},707-484-2346                  ,BUCHERFARM@AOL.COM,WBT Tool,2019/09/02 07:00:00+00,Verified,J. Oakley,District / LPA staff member,2915209.91376883,12845.1352843184
3725602,CA4901356,Water Service Area,CA4901356,GARY FARRELL WINERY,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,1209,A ,1976/01/01 08:00:00+00,P ,SONOMA,106,DISTRICT 25 - MARIN,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,10701 Westside Road, ,HEALDSBURG,CA  ,95448,2,{B2091997-4590-4C10-BC90-E1FEC31D62CD},707-473-2919                  ,stephanie@garyfarrellwinery.com,WBT Tool,2019/09/02 07:00:00+00,Verified,J. Oakley,District / LPA staff member,138196.2669857,2663.66567909717
3725603,CA3500006,Water Service Area,CA3500006,CSA NO. 31 STONEGATE WS,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,1210,A ,1991/12/13 08:00:00+00,L ,SAN BENITO,252,DISTRICT 05 - MONTEREY,COMMUNITY,COMMUNITY,3220 SOUTHSIDE RD, ,TRES PINOS,CA  ,95075,77,{8E9FBB3A-2A77-44EC-95CA-919FBA37C43A},831-636-4170                  ,Liyoung@cosb.us,WBT Tool,,Not Verified,,,2451878.47252674,8410.96460464679
3725604,CA1000194,Water Service Area,CA1000194,PACIFIC UNION ELEMENTARY SCHOOL,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,1211,A ,1979/03/22 08:00:00+00,L ,FRESNO,490,DISTRICT 23 - FRESNO,NON-TRANSIENT NON-COMMUNITY,NON-TRANSIENT NON-COMMUNITY,2065 E. BOWLES AVE., ,FRESNO,CA  ,93725,6,{692D5293-CC6D-4D10-B8C5-A2B47351F9BF},559-834-2533                  ,a.s.machado@mail.com,WBT Tool,,Not Verified,,,110669.490766865,1424.66380982736
3725605,CA0810003,Water Service Area,CA0810003,BERTSCH OCEAN VIEW CSD,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,1212,A ,1976/01/01 08:00:00+00,L ,DEL NORTE,2609,DISTRICT 01 - KLAMATH,COMMUNITY,COMMUNITY,2805 MAHER AVENUE, ,CRESCENT CITY,CA  ,95531,728,{D574FA95-3174-49CA-9651-AD9C60C760DE},707-954-9191                  ,dwmarkel@charter.net,WBT Tool,,Not Verified,,,8510870.04672715,14491.309527504
3725606,CA3301380,Water Service Area,CA3301380,SAN ANTONIO MOBILE HOME PARK,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,1213,A ,2016/07/27 07:00:00+00,P ,RIVERSIDE,340,LPA63 - RIVERSIDE COUNTY,COMMUNITY,COMMUNITY,91250 AVENUE 68, ,MECCA,CA  ,92254,68,{F4381844-98BC-46DE-A757-1BB2E718B54E},760-777-7550                  ,BBERIOZABAL@PUCDC.ORG,WBT Tool,,Not Verified,,,65567.85601959,991.503113053286
3725607,CA0400073,Water Service Area,CA0400073,NORD COUNTRY SCHOOL,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,1214,A ,2016/07/28 07:00:00+00,P ,BUTTE,230,LPA34 - BUTTE COUNTY,NON-TRANSIENT NON-COMMUNITY,NON-TRANSIENT NON-COMMUNITY,5554 California St, ,CHICO,CA  ,95973,17,{F299F947-C494-4B15-A2A7-0C2C5E64BFB4},530-891-3138                  ,kdahlgren@nordcountryschool.org,WBT Tool,,Not Verified,,,8413.21449473,361.600871920467
3725608,CA1410007,Water Service Area,CA1410007,HIGHLAND MOBILE HOME PARK,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,1216,A ,1976/01/01 08:00:00+00,P ,INYO,1400,DISTRICT 13 - SAN BERNARDINO,COMMUNITY,COMMUNITY,1440 MACGREGOR AVE, ,BISHOP,CA  ,93514,603,{CC698809-0CF7-461E-85AA-30676110E397},775-786-7001                  ,highlandsrvpark@hotmail.com,WBT Tool,,Not Verified,,,477799.506954835,3447.71827822735
3725609,CA0707547,Water Service Area,CA0707547,KNIGHTSEN COMMUNITY WATER SYSTEM,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,1217,A ,2016/05/10 07:00:00+00,L ,CONTRA COSTA,73,LPA37 - CONTRA COSTA COUNTY,COMMUNITY,COMMUNITY,KNIGHTSEN AVE, ,KNIGHTSEN,CA  ,94548,22,{CCA7D415-961F-4A30-88D3-EB41C7B561AB},925-625-3798                  ,dmuelrath@diablowater.org,WBT Tool,,Not Verified,,,3390258.03188532,8699.94503259833
3725610,CA0400004,Water Service Area,CA0400004,FOREST RANCH MUTUAL WATER SYSTEM,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,1218,A ,2016/07/28 07:00:00+00,L ,BUTTE,119,LPA34 - BUTTE COUNTY,COMMUNITY,COMMUNITY,Nopel Forest Ranch, ,FOREST RANCH,CA  ,95942,42,{19326330-7B54-4D2C-9DFB-FBD76F203E25},530-342-0279                  ,mlgmoc@aol.com,WBT Tool,,Not Verified,,,526188.576419715,3182.84598195651
3725611,CA0710007,Water Service Area,CA0710007,DIABLO WATER DISTRICT,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,1219,A ,1979/03/22 08:00:00+00,L ,CONTRA COSTA,43357,DISTRICT 04 - SAN FRANCISCO,COMMUNITY,COMMUNITY,87 CAROL LN, ,OAKLEY,CA  ,94561-1690,13617,{4FBAE3C6-221B-4CCE-95F5-7A736F544C12},925-625-3798                  ,dmuelrath@diablowater.org,WBT Tool,,Not Verified,,,66248888.5351319,46764.0933864858
3725612,CA1010018,Water Service Area,CA1010018,"KERMAN, CITY OF",SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,1220,A ,1976/01/01 08:00:00+00,L ,FRESNO,16995,DISTRICT 23 - FRESNO,COMMUNITY,COMMUNITY,15201 W. CALIFORNIA AVE, ,KERMAN,CA  ,93630,3992,{D8DC19B0-8206-42DB-A75B-6C575A1DD9E5},559-550-0875                  ,mbarajas@cityofkerman.org,WBT Tool,,Not Verified,,,12343682.7627403,21602.2063283321
3725613,CA1400069,Water Service Area,CA1400069,DEATH VALLEY JUNCTION,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,1221,A ,2015/04/30 07:00:00+00,P ,INYO,201,DISTRICT 27 - MOJAVE,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY, , ,DEATH VALLEY JNCT,CA  ,92328,6,{5BB5D98A-E10D-407D-8A2A-1351C479379D},760-852-4441                  ,amargosaoperahouseandhotel@gmail.com,WBT Tool,,Not Verified,,,264208.916589125,2100.84596906143
3725614,CA1000585,Water Service Area,CA1000585,MURRIETA/HERNANDEZ FARMS,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,1224,A ,2009/05/29 07:00:00+00,P ,FRESNO,25,DISTRICT 23 - FRESNO,COMMUNITY,COMMUNITY,5299 S. SAN DIEGO, ,MENDOTA,CA  ,93640,10,{F3C213C5-8373-4133-A591-4B5603CF0037},559-304-7776                  ,mandmhernandez559@yahoo.com,WBT Tool,,Not Verified,,,119678.23181344,1399.68810233152
3725615,CA4900973,Water Service Area,CA4900973,GEORGE RANCH MUTUAL WATER COMPANY,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,1225,A ,1984/03/21 08:00:00+00,P ,SONOMA,148,DISTRICT 18 - SONOMA,COMMUNITY,COMMUNITY,"20,000 Elderberry", ,SONOMA,CA  ,95476,54,{7E9F4336-3CCC-40D3-AA7F-820B72162064},800-557-5179                  ,brad@collins-mgmt.com,WBT Tool,2019/09/02 07:00:00+00,Verified,J. Oakley,District / LPA staff member,5509877.24376026,10885.8031566221
3725616,CA2800532,Water Service Area,CA2800532,VAILIMA ESTATES MUTUAL WATER,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,1226,A ,2015/09/04 07:00:00+00,P ,NAPA,25,LPA58 - NAPA COUNTY,COMMUNITY,COMMUNITY,1345 SILVERADO TRAIL, ,SAINT HELENA,CA  ,94574,15,{EE976A9F-4794-4860-B095-3A1AFC045A6C},408-859-2293                  ,chuckhaas@yahoo.com,WBT Tool,,Not Verified,,,545662.298868835,5466.06859717781
3725618,CA1502545,Water Service Area,CA1502545,SCHWEIKART WATER SYSTEM,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,1229,A ,1992/12/03 08:00:00+00,P ,KERN,27,DISTRICT 12 - VISALIA,COMMUNITY,COMMUNITY,SCHWEIKART AVE. NEAR GREELY RD, ,BAKERSFIELD,CA  ,93312,8,{3956EA06-CF0F-48D8-B701-B614751821A1},661-589-3305                  ,hexskill@aol.com,WBT Tool,2020/04/16 07:00:00+00,Verified,G.Risner,Water System representative,36296.165883595,750.372455809668
3725619,CA5010014,Water Service Area,CA5010014,"OAKDALE, CITY OF",SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,1230,A ,1976/01/01 08:00:00+00,L ,STANISLAUS,23235,DISTRICT 10 - STOCKTON,COMMUNITY,COMMUNITY,455 S. FIFTH AVENUE, ,OAKDALE,CA  ,95361,8335,{22B73CE6-DB65-41B8-A3BD-D84F77E5319E},209-845-3600                  ,jroberts@oakdaleca.gov,WBT Tool,,Not Verified,,,26049901.5473432,47106.0794126818
3725620,CA4910309,Water Service Area,CA4910309,CSP-FORT ROSS STATE PARK,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,1231,A ,1976/01/01 08:00:00+00,S ,SONOMA,3500,DISTRICT 25 - MARIN,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,19005 Highway 1, ,JENNER,CA  ,95430,28,{505E89CC-222E-4286-98D6-89E92E0053A1},707-732-8602                  ,monte.rowan@parks.ca.gov,WBT Tool,2019/09/02 07:00:00+00,Verified,J. Oakley,District / LPA staff member,4342330.98707196,10256.2832287579
3725621,CA4910029,Water Service Area,CA4910029,CAMP MEEKER WATER SYSTEM,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,1232,A ,1996/10/19 07:00:00+00,L ,SONOMA,1171,DISTRICT 18 - SONOMA,COMMUNITY,COMMUNITY,Camp Meeker Recreation & Park District,5240 Bohemian Hwy,CAMP MEEKER,CA  ,95419,356,{B17F3D2F-5E53-457E-88C0-5CC815416C36},707-545-0153                  ,admin@campmeeker.org,WBT Tool,2019/09/02 07:00:00+00,Verified,J. Oakley,District / LPA staff member,2440712.66546152,9960.34181522044
3725622,CA1900555,Water Service Area,CA1900555,"LOS ANGELES, CITY OF - POWER PLANT #1",SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,1234,A ,1992/12/21 08:00:00+00,L ,LOS ANGELES,29,DISTRICT 15 - METROPOLITAN,COMMUNITY,COMMUNITY,36900 PELTON STREET, ,SAUGUS,CA  ,91390,19,{2E8EEDBD-73AC-4206-94D9-5B7C8CAC49F7},800-342-5397                  ,Jonathan.Leung@LADWP.COM,WBT Tool,,Not Verified,,,598642.38975568,4536.04838230246
3725623,CA3010053,Water Service Area,CA3010053,CITY OF HUNTINGTON BEACH,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,1235,A ,1976/01/01 08:00:00+00,L ,ORANGE,201000,DISTRICT 08 - SANTA ANA,COMMUNITY,COMMUNITY,19001 HUNTINGTON STREET, ,HUNTINGTON BEACH,CA  ,92648,53337,{27B2C179-B6E3-425B-989A-6FD4079ED91E},714-536-5503                  ,John.Poehler@surfcity-hb.org,WBT Tool,,Not Verified,,,103998938.519184,76614.7062906362
3725624,CA1510019,Water Service Area,CA1510019,"SHAFTER, CITY OF",SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,1236,A ,1976/01/01 08:00:00+00,L ,KERN,21915,DISTRICT 19 - TEHACHAPI,COMMUNITY,COMMUNITY,336 PACIFIC AVENUE, ,SHAFTER,CA  ,93263,4998,{F7B7A571-86AE-4B70-A685-809FC999C177},661-746-5002                  ,mjames@shafter.com,WBT Tool,,Not Verified,,,116605492.655648,56997.1490310118
3725625,CA1907014,Water Service Area,CA1907014,NORTH TRAILS MUTUAL WATER COMPANY,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,1237,A ,2016/08/08 07:00:00+00,P ,LOS ANGELES,100,DISTRICT 15 - METROPOLITAN,COMMUNITY,COMMUNITY,33361 PEWTER RD, ,AGUA DULCE,CA  ,91390,49,{925B878B-B586-49E2-82F0-5E262F082B65},661-547-4996                  ,JORGAN33@YAHOO.COM,WBT Tool,,Not Verified,,,724802.48357678,3445.31729194706
3725626,CA2700772,Water Service Area,CA2700772,STRUVE RD WS #02,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,1238,A ,2016/08/01 07:00:00+00,P ,MONTEREY,166,LPA57 - MONTEREY COUNTY,COMMUNITY,COMMUNITY,1900 Hwy One, ,MOSS LANDING,CA  ,95039,105,{514ABAD4-07B6-4041-AEC5-F81970E02B15},831-724-1900                  ,MOSSLANDINGPARK@GMAIL.COM,WBT Tool,,Not Verified,,,72720.82019012,1699.55064423572
3725627,CA1200681,Water Service Area,CA1200681,CUDDEBACK GRAMMAR SCHOOL,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,1239,A ,1980/06/27 07:00:00+00,L ,HUMBOLDT,165,DISTRICT 01 - KLAMATH,NON-TRANSIENT NON-COMMUNITY,NON-TRANSIENT NON-COMMUNITY,P.O. BOX 7,300 WILDER RD.,CARLOTTA,CA  ,95528,1,{48BBCB2F-5942-4BA9-9C95-FCE28413F92A},707-768-3372                  ,bsigler@cuddebackschool.org,WBT Tool,,Not Verified,,,61950.42597174,1010.70940779071
3725628,CA5400556,Water Service Area,CA5400556,RIVER RETREAT MUTUAL WATER COMPANY,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,1241,A ,2014/04/28 07:00:00+00,P ,TULARE,40,DISTRICT 24 - TULARE,COMMUNITY,COMMUNITY,41241 OAKRIDGE DRIVE, ,THREE RIVERS,CA  ,93271,23,{6F5F6018-7C21-4797-ABFC-3B7F267776C1},559-901-4134                  ,rrmwcbod@gmail.com,WBT Tool,,Not Verified,,,46480.757395955,1145.85873180524
3725629,CA0707597,Water Service Area,CA0707597,SANDY POINT MOBILE HOME PARK,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,1243,A ,2016/05/10 07:00:00+00,P ,CONTRA COSTA,67,LPA37 - CONTRA COSTA COUNTY,COMMUNITY,COMMUNITY,5625 SANDMOUND BLVD, ,OAKLEY,CA  ,94561,24,{AAEE2578-42B1-47A9-943E-F79A7E1B5D31},925-516-4686                  ,deltalawgroup@yahoo.com,WBT Tool,,Not Verified,,,8362.065359945,371.657958636484
3725630,CA4901168,Water Service Area,CA4901168,SALMON CREEK MIDDLE SCHOOL,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,1244,A ,1992/12/08 08:00:00+00,L ,SONOMA,300,DISTRICT 18 - SONOMA,NON-TRANSIENT NON-COMMUNITY,NON-TRANSIENT NON-COMMUNITY,1935 Bohemian Highway, ,OCCIDENTAL,CA  ,95465,13,{EAB071E0-4F14-4EB3-9033-7BF967A2667F},707-874-1205                  ,skalember@harmonyusd.org,WBT Tool,2019/09/02 07:00:00+00,Verified,J. Oakley,District / LPA staff member,280861.954091865,2345.59794911121
3725632,CA0900592,Water Service Area,CA0900592,BLACK BEAR LODGE,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,1247,A ,2016/07/29 07:00:00+00,P ,EL DORADO,58,LPA39 - EL DORADO COUNTY,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,1200 SKI RUN BLVD, ,SOUTH LAKE TAHOE,CA  ,96150,2,{19CC99C0-2A3C-4BE7-9F39-1FB7091FBE28},925-785-4076                  ,RACHEL@TAHOEBLACKBEAR.COM,WBT Tool,,Not Verified,,,7998.96326119,387.900664946605
